OTU ,Taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species
1731,"d:Bacteria(1.0000),p:Chloroflexi(0.7342),c:Ardenticatenia(0.6032),o:uncultured_1400(0.4230),f:Unknown_Family_1002246(0.2733),g:Unknown_Genus_1000376(0.0283)",Bacteria,Chloroflexi,Ardenticatenia,uncultured_1400,Unknown_Family_1002246,Unknown_Genus_1000376,
1732,"d:Bacteria(1.0000),p:Bacteroidetes(0.7638),c:Sphingobacteriia(0.6329),o:Sphingobacteriales(0.5481),f:Saprospiraceae(0.2999),g:Phaeodactylibacter(0.0212)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter,
1733,"d:Bacteria(1.0000),p:Bacteroidetes(0.8522),c:Sphingobacteriia(0.7631),o:Sphingobacteriales(0.6549),f:Saprospiraceae(0.4500),g:uncultured_1272(0.0247)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,
1734,"d:Bacteria(1.0000),p:Verrucomicrobia(0.9913),c:Verrucomicrobiae(0.9790),o:Verrucomicrobiales(0.9821),f:DEV007(0.9841),g:Unknown_Genus_1001046(0.9751)",Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,Unknown_Genus_1001046,
1735,"d:Bacteria(0.6064),p:Planctomycetes(0.0476),c:Pla3_lineage(0.0282),o:Unknown_Order_1002514(0.0070),f:Unknown_Family_1002515(0.0034),g:Unknown_Genus_1000649(0.0003)",Bacteria,Planctomycetes,Pla3_lineage,Unknown_Order_1002514,Unknown_Family_1002515,Unknown_Genus_1000649,
1736,"d:Bacteria(1.0000),p:Proteobacteria(0.9550),c:Gammaproteobacteria(0.9248),o:Thiotrichales(0.7783),f:Thiotrichaceae(0.7424),g:uncultured_3770(0.8194)",Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured_3770,
1737,"d:Bacteria(1.0000),p:Acidobacteria(0.9230),c:Subgroup_22(0.7867),o:Unknown_Order_1002151(0.6701),f:Unknown_Family_1002152(0.5583),g:Unknown_Genus_1000179(0.4815)",Bacteria,Acidobacteria,Subgroup_22,Unknown_Order_1002151,Unknown_Family_1002152,Unknown_Genus_1000179,
1738,"d:Bacteria(0.4319),p:Firmicutes(0.0344),c:Bacilli(0.0224),o:Lactobacillales(0.0048),f:Leuconostocaceae(0.0024),g:Weissella(0.0002)",Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,
1739,"d:Bacteria(1.0000),p:Proteobacteria(0.7152),c:Gammaproteobacteria(0.5474),o:Oceanospirillales(0.2011),f:Alcanivoracaceae(0.1002),g:Alcanivorax(0.0061)",Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,
1740,"d:Bacteria(1.0000),p:Proteobacteria(0.9550),c:Gammaproteobacteria(0.7867),o:Gammaproteobacteria_Incertae_Sedis_3535(0.6701),f:Unknown_Family_3536(0.5583),g:Sedimenticola(0.1411)",Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis_3535,Unknown_Family_3536,Sedimenticola,
1741,"d:Bacteria(1.0000),p:Bacteroidetes(0.9790),c:Flavobacteriia(0.9825),o:Flavobacteriales(0.9879),f:Flavobacteriaceae(0.9848),g:Flavobacterium(0.8429)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
1742,"d:Bacteria(1.0000),p:Bacteroidetes(0.7315),c:Sphingobacteriia(0.6106),o:Sphingobacteriales(0.4582),f:Chitinophagaceae(0.2999),g:uncultured_1252(0.0283)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured_1252,
1743,"d:Bacteria(1.0000),p:Planctomycetes(0.9406),c:OM190(0.8810),o:Unknown_Order_1002492(0.7783),f:Unknown_Family_1002493(0.7424),g:Unknown_Genus_1000622(0.8194)",Bacteria,Planctomycetes,OM190,Unknown_Order_1002492,Unknown_Family_1002493,Unknown_Genus_1000622,
1744,"d:Bacteria(1.0000),p:Proteobacteria(0.7462),c:Deltaproteobacteria(0.7160),o:Oligoflexales(0.5939),f:Oligoflexaceae(0.4137),g:Unknown_Genus_1000854(0.1264)",Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Unknown_Genus_1000854,
1745,"d:Bacteria(1.0000),p:Proteobacteria(0.8169),c:Alphaproteobacteria(0.8103),o:Rhizobiales(0.6396),f:Beijerinckiaceae(0.3775),g:Methylocapsa(0.0825)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,
1746,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Gammaproteobacteria(0.5957),o:WN_HWB_116(0.3524),f:Unknown_Family_1002630(0.2201),g:Unknown_Genus_1000982(0.0212)",Bacteria,Proteobacteria,Gammaproteobacteria,WN_HWB_116,Unknown_Family_1002630,Unknown_Genus_1000982,
1747,"d:Bacteria(1.0000),p:Proteobacteria(0.7462),c:Deltaproteobacteria(0.7160),o:Bdellovibrionales(0.6091),f:Bacteriovoracaceae(0.4319),g:Peredibacter(0.0176)",Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,
1748,"d:Bacteria(1.0000),p:Bacteroidetes(0.7462),c:Bacteroidia(0.6477),o:Bacteroidales(0.5786),f:Marinilabiaceae(0.3956),g:Marinifilum(0.0825)",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Marinifilum,
1749,"d:Bacteria(1.0000),p:Omnitrophica(0.4500),c:NPL_UPA2(0.2266),o:Unknown_Order_1002474(0.1483),f:Unknown_Family_1002475(0.0619),g:Unknown_Genus_1000614(0.0035)",Bacteria,Omnitrophica,NPL_UPA2,Unknown_Order_1002474,Unknown_Family_1002475,Unknown_Genus_1000614,
1750,"d:Bacteria(1.0000),p:Chloroflexi(0.9550),c:Ardenticatenia(0.8103),o:uncultured_1400(0.6943),f:Unknown_Family_1002246(0.6043),g:Unknown_Genus_1000376(0.5700)",Bacteria,Chloroflexi,Ardenticatenia,uncultured_1400,Unknown_Family_1002246,Unknown_Genus_1000376,
1751,"d:Bacteria(1.0000),p:Planctomycetes(0.6924),c:Phycisphaerae(0.5957),o:Phycisphaerales(0.1747),f:Phycisphaeraceae(0.0810),g:Urania_1B_19_marine_sediment_group(0.0022)",Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania_1B_19_marine_sediment_group,
1752,"d:Bacteria(1.0000),p:Chloroflexi(0.5263),c:uncultured(0.1244),o:Unknown_Order_1002295(0.0741),f:Unknown_Family_1002296(0.0243),g:Unknown_Genus_1000423(0.0011)",Bacteria,Chloroflexi,uncultured,Unknown_Order_1002295,Unknown_Family_1002296,Unknown_Genus_1000423,
1753,"d:Bacteria(1.0000),p:Proteobacteria(0.7233),c:Alphaproteobacteria(0.6329),o:Rhodobacterales(0.3877),f:Rhodobacteraceae(0.2467),g:Oceanicella(0.0247)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,
1754,"d:Bacteria(1.0000),p:Proteobacteria(0.7206),c:Alphaproteobacteria(0.6254),o:Rhizobiales(0.3172),f:Phyllobacteriaceae(0.1934),g:Hoeflea(0.0176)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea,
1755,"d:Bacteria(1.0000),p:Proteobacteria(0.5540),c:Deltaproteobacteria(0.3335),o:Oligoflexales(0.2011),f:Unknown_Family_1002575(0.1002),g:Unknown_Genus_1000853(0.0061)",Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Unknown_Family_1002575,Unknown_Genus_1000853,
1756,"d:Bacteria(1.0000),p:Omnitrophica(0.9539),c:NPL_UPA2(0.8810),o:Unknown_Order_1002474(0.7783),f:Unknown_Family_1002475(0.7424),g:Unknown_Genus_1000614(0.8194)",Bacteria,Omnitrophica,NPL_UPA2,Unknown_Order_1002474,Unknown_Family_1002475,Unknown_Genus_1000614,
1757,"d:Bacteria(1.0000),p:Proteobacteria(0.8876),c:Alphaproteobacteria(0.9046),o:Rhodobacterales(0.6549),f:Rhodobacteraceae(0.5123),g:Tateyamaria(0.0679)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,
1758,"d:Bacteria(1.0000),p:Proteobacteria(0.4500),c:Gammaproteobacteria(0.1244),o:Thiotrichales(0.0741),f:Thiotrichaceae(0.0243),g:uncultured_3770(0.0011)",Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured_3770,
1759,"d:Bacteria(1.0000),p:Bacteroidetes(0.9571),c:Flavobacteriia(0.9464),o:Flavobacteriales(0.9462),f:Cryomorphaceae(0.4137),g:Owenweeksia(0.1264)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,
1760,"d:Bacteria(0.4818),p:Armatimonadetes(0.0827),c:Unknown_Class_1002196(0.0364),o:Unknown_Order_1002197(0.0110),f:Unknown_Family_1002198(0.0047),g:Unknown_Genus_1000255(0.0003)",Bacteria,Armatimonadetes,Unknown_Class_1002196,Unknown_Order_1002197,Unknown_Family_1002198,Unknown_Genus_1000255,
1761,"d:Bacteria(1.0000),p:Deferribacteres(0.4987),c:Deferribacteres_Incertae_Sedis_11258(0.2800),o:Unknown_Order_11259(0.1747),f:Unknown_Family_11260(0.0810),g:Caldithrix(0.0048)",Bacteria,Deferribacteres,Deferribacteres_Incertae_Sedis_11258,Unknown_Order_11259,Unknown_Family_11260,Caldithrix,
1762,"d:Bacteria(1.0000),p:Bacteroidetes(0.9603),c:Flavobacteriia(0.9302),o:Flavobacteriales(0.8623),f:Cryomorphaceae(0.8344),g:uncultured_1108(0.8429)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured_1108,
1763,"d:Bacteria(1.0000),p:Proteobacteria(0.4987),c:Alphaproteobacteria(0.0942),o:Rhodospirillales(0.0501),f:Rhodospirillaceae(0.0173),g:Elstera(0.0008)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Elstera,
1764,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(1.0000),o:SAR11_clade(1.0000),f:Deep_1(0.9179),g:Unknown_Genus_1000741(0.9601)",Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Deep_1,Unknown_Genus_1000741,
1765,"d:Bacteria(1.0000),p:Candidate_division_OP3(0.9691),c:Unknown_Class_1002231(0.9775),o:Unknown_Order_1002232(0.9834),f:Unknown_Family_1002233(0.9829),g:Unknown_Genus_1000354(0.9780)",Bacteria,Candidate_division_OP3,Unknown_Class_1002231,Unknown_Order_1002232,Unknown_Family_1002233,Unknown_Genus_1000354,
1766,"d:Bacteria(1.0000),p:Lentisphaerae(0.9718),c:Oligosphaeria(0.9778),o:Unknown_Order_1002450(0.9836),f:Unknown_Family_1002451(0.9827),g:Unknown_Genus_1000593(0.9789)",Bacteria,Lentisphaerae,Oligosphaeria,Unknown_Order_1002450,Unknown_Family_1002451,Unknown_Genus_1000593,
1767,"d:Bacteria(1.0000),p:Bacteroidetes(0.7179),c:Sphingobacteriia(0.4939),o:Sphingobacteriales(0.2819),f:WCHB1_69(0.1668),g:Unknown_Genus_1000345(0.0140)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,WCHB1_69,Unknown_Genus_1000345,
1768,"d:Bacteria(1.0000),p:Proteobacteria(0.9592),c:Gammaproteobacteria(0.9573),o:Oceanospirillales(0.9182),f:Alcanivoracaceae(0.9075),g:Kangiella(0.9367)",Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Kangiella,
1769,"d:Bacteria(1.0000),p:Bacteroidetes(0.9804),c:Bacteroidia(0.9627),o:Bacteroidales(0.9733),f:Marinilabiaceae(0.9491),g:Carboxylicivirga(0.9734)",Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Carboxylicivirga,
1770,"d:Bacteria(1.0000),p:Planctomycetes(0.8169),c:OM190(0.7160),o:Unknown_Order_1002492(0.6244),f:Unknown_Family_1002493(0.4500),g:Unknown_Genus_1000622(0.2159)",Bacteria,Planctomycetes,OM190,Unknown_Order_1002492,Unknown_Family_1002493,Unknown_Genus_1000622,
1771,"d:Bacteria(1.0000),p:Bacteroidetes(0.9665),c:Sphingobacteriia(0.7867),o:Sphingobacteriales(0.6701),f:Saprospiraceae(0.4681),g:uncultured_1272(0.0533)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,
1772,"d:Bacteria(1.0000),p:Marinimicrobia__SAR406_clade_(1.0000),c:Unknown_Class_1002465(1.0000),o:Unknown_Order_1002466(1.0000),f:Unknown_Family_1002467(1.0000),g:Unknown_Genus_1000602(1.0000)",Bacteria,Marinimicrobia__SAR406_clade_,Unknown_Class_1002465,Unknown_Order_1002466,Unknown_Family_1002467,Unknown_Genus_1000602,
1773,"d:Bacteria(1.0000),p:Cyanobacteria(0.5540),c:ML635J_21(0.3870),o:Unknown_Order_1002344(0.2275),f:Unknown_Family_1002345(0.1193),g:Unknown_Genus_1000454(0.0073)",Bacteria,Cyanobacteria,ML635J_21,Unknown_Order_1002344,Unknown_Family_1002345,Unknown_Genus_1000454,
1774,"d:Bacteria(1.0000),p:Bacteroidetes(0.5263),c:Flavobacteriia(0.3335),o:Flavobacteriales(0.2011),f:Flavobacteriaceae(0.0312),g:Cellulophaga(0.0014)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,
1775,"d:Bacteria(1.0000),p:Proteobacteria(0.5540),c:Deltaproteobacteria(0.2266),o:Myxococcales(0.0741),f:P3OB_42(0.0243),g:Unknown_Genus_1000845(0.0011)",Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB_42,Unknown_Genus_1000845,
1776,"d:Bacteria(1.0000),p:Bacteroidetes(0.9665),c:Flavobacteriia(0.9797),o:Flavobacteriales(0.9796),f:Cryomorphaceae(0.9845),g:Crocinitomix(0.9741)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Crocinitomix,
1777,"d:Bacteria(1.0000),p:Chloroflexi(0.7638),c:Ardenticatenia(0.6477),o:uncultured_1400(0.5786),f:Unknown_Family_1002246(0.3956),g:Unknown_Genus_1000376(0.1118)",Bacteria,Chloroflexi,Ardenticatenia,uncultured_1400,Unknown_Family_1002246,Unknown_Genus_1000376,
1778,"d:Bacteria(1.0000),p:Bacteroidetes(0.9635),c:Flavobacteriia(0.9410),o:Flavobacteriales(0.9182),f:Flavobacteriaceae(0.9075),g:Maritimimonas(0.9367)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,
1779,"d:Bacteria(1.0000),p:Planctomycetes(0.9751),c:OM190(0.9735),o:Unknown_Order_1002492(0.9758),f:Unknown_Family_1002493(0.9699),g:Unknown_Genus_1000622(0.9739)",Bacteria,Planctomycetes,OM190,Unknown_Order_1002492,Unknown_Family_1002493,Unknown_Genus_1000622,
1780,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Deltaproteobacteria(0.6688),o:Myxococcales(0.5481),f:UASB_TL25(0.2467),g:Unknown_Genus_1000849(0.0247)",Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,UASB_TL25,Unknown_Genus_1000849,
1781,"d:Bacteria(1.0000),p:Latescibacteria(0.2058),c:Unknown_Class_1002406(0.0650),o:Unknown_Order_1002407(0.0262),f:Unknown_Family_1002408(0.0103),g:Unknown_Genus_1000573(0.0006)",Bacteria,Latescibacteria,Unknown_Class_1002406,Unknown_Order_1002407,Unknown_Family_1002408,Unknown_Genus_1000573,
1782,"d:Bacteria(1.0000),p:PAUC34f(0.8169),c:Unknown_Class_1002479(0.8103),o:Unknown_Order_1002480(0.6943),f:Unknown_Family_1002481(0.6043),g:Unknown_Genus_1000616(0.5700)",Bacteria,PAUC34f,Unknown_Class_1002479,Unknown_Order_1002480,Unknown_Family_1002481,Unknown_Genus_1000616,
1783,"d:Bacteria(1.0000),p:Firmicutes(0.2058),c:OPB54(0.0650),o:Unknown_Order_1002379(0.0262),f:Unknown_Family_1002380(0.0103),g:Unknown_Genus_1000552(0.0006)",Bacteria,Firmicutes,OPB54,Unknown_Order_1002379,Unknown_Family_1002380,Unknown_Genus_1000552,
1784,"d:Bacteria(1.0000),p:Proteobacteria(0.7638),c:Gammaproteobacteria(0.7160),o:Oceanospirillales(0.5634),f:OM182_clade(0.2999),g:Unknown_Genus_1000948(0.0386)",Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,OM182_clade,Unknown_Genus_1000948,
1785,"d:Bacteria(1.0000),p:Proteobacteria(0.9550),c:Deltaproteobacteria(0.9248),o:Bdellovibrionales(0.7783),f:Bdellovibrionaceae(0.7424),g:OM27_clade(0.8194)",Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,
1786,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(0.9785),o:Sphingomonadales(0.9821),f:Sphingomonadales_Incertae_Sedis_2859(0.9841),g:Kiloniella(0.9751)",Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales_Incertae_Sedis_2859,Kiloniella,
1787,"d:Bacteria(1.0000),p:Spirochaetae(0.7233),c:Spirochaetes(0.6329),o:Spirochaetales(0.5481),f:Spirochaetaceae(0.3594),g:Spirochaeta_2(0.0247)",Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta_2,
1788,"d:Bacteria(1.0000),p:Proteobacteria(0.9949),c:Gammaproteobacteria(0.9775),o:Order_Incertae_Sedis_3682(0.9832),f:Family_Incertae_Sedis_3683(0.9831),g:Marinicella(0.9772)",Bacteria,Proteobacteria,Gammaproteobacteria,Order_Incertae_Sedis_3682,Family_Incertae_Sedis_3683,Marinicella,
1789,"d:Bacteria(1.0000),p:Bacteroidetes(0.9635),c:Flavobacteriia(0.9797),o:Flavobacteriales(0.9796),f:Flavobacteriaceae(0.9845),g:Gramella(0.8663)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,
1790,"d:Bacteria(1.0000),p:Proteobacteria(0.8522),c:Gammaproteobacteria(0.6403),o:Chromatiales(0.5481),f:Chromatiaceae(0.3594),g:Nitrosococcus(0.0825)",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,
1791,"d:Bacteria(1.0000),p:Acidobacteria(0.9550),c:Subgroup_22(0.8339),o:Unknown_Order_1002151(0.7223),f:Unknown_Family_1002152(0.6504),g:Unknown_Genus_1000179(0.6585)",Bacteria,Acidobacteria,Subgroup_22,Unknown_Order_1002151,Unknown_Family_1002152,Unknown_Genus_1000179,
1792,"d:Bacteria(1.0000),p:Bacteroidetes(0.9744),c:Cytophagia(0.9775),o:Cytophagales(0.9832),f:Flammeovirgaceae(0.9838),g:Marinoscillum(0.9753)",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum,
1793,"d:Bacteria(1.0000),p:Deinococcus_Thermus(0.9751),c:Deinococci(0.9805),o:Deinococcales(0.9853),f:Trueperaceae(0.9283),g:Truepera(0.9729)",Bacteria,Deinococcus_Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,
1794,"d:Bacteria(0.8556),p:Proteobacteria(0.1355),c:Deltaproteobacteria(0.0486),o:GR_WP33_30(0.0171),f:Unknown_Family_1002573(0.0065),g:Unknown_Genus_1000828(0.0004)",Bacteria,Proteobacteria,Deltaproteobacteria,GR_WP33_30,Unknown_Family_1002573,Unknown_Genus_1000828,
1795,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Gammaproteobacteria(0.6180),o:Legionellales(0.4935),f:Legionellaceae(0.3231),g:Legionella(0.0533)",Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
1796,"d:Bacteria(1.0000),p:Proteobacteria(0.9624),c:Deltaproteobacteria(0.9681),o:Myxococcales(0.9707),f:P3OB_42(0.9283),g:Unknown_Genus_1000845(0.9729)",Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB_42,Unknown_Genus_1000845,
1797,"d:Bacteria(0.4568),p:Proteobacteria(0.0303),c:Alphaproteobacteria(0.0197),o:Rickettsiales(0.0048),f:Anaplasmataceae(0.0024),g:Wolbachia(0.0002)",Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,
1798,"d:Bacteria(0.3572),p:Firmicutes(0.0261),c:Bacilli(0.0143),o:Lactobacillales(0.0035),f:Leuconostocaceae(0.0017),g:Weissella(0.0001)",Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,
1799,"d:Bacteria(1.0000),p:Proteobacteria(0.9603),c:Alphaproteobacteria(0.9627),o:Rhodospirillales(0.9182),f:Rhodospirillaceae(0.7884),g:Defluviicoccus(0.8429)",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus,
1800,"d:Bacteria(1.0000),p:Acidobacteria(0.7315),c:Subgroup_22(0.6329),o:Unknown_Order_1002151(0.5481),f:Unknown_Family_1002152(0.3594),g:Unknown_Genus_1000179(0.0825)",Bacteria,Acidobacteria,Subgroup_22,Unknown_Order_1002151,Unknown_Family_1002152,Unknown_Genus_1000179,
1801,"d:Bacteria(1.0000),p:Chloroflexi(0.9705),c:Ardenticatenia(0.8575),o:uncultured_1400(0.7503),f:Unknown_Family_1002246(0.6964),g:Unknown_Genus_1000376(0.7470)",Bacteria,Chloroflexi,Ardenticatenia,uncultured_1400,Unknown_Family_1002246,Unknown_Genus_1000376,
1802,"d:Bacteria(0.7310),p:Latescibacteria(0.3446),c:Unknown_Class_1002406(0.1546),o:Unknown_Order_1002407(0.0980),f:Unknown_Family_1002408(0.0312),g:Unknown_Genus_1000573(0.0014)",Bacteria,Latescibacteria,Unknown_Class_1002406,Unknown_Order_1002407,Unknown_Family_1002408,Unknown_Genus_1000573,
1803,"d:Bacteria(1.0000),p:Proteobacteria(0.8346),c:Gammaproteobacteria(0.6403),o:Chromatiales(0.5481),f:Chromatiaceae(0.3594),g:Nitrosococcus(0.0825)",Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,
1804,"d:Bacteria(1.0000),p:Planctomycetes(0.9698),c:Pla4_lineage(0.8575),o:Unknown_Order_1002516(0.7503),f:Unknown_Family_1002517(0.6964),g:Unknown_Genus_1000650(0.7470)",Bacteria,Planctomycetes,Pla4_lineage,Unknown_Order_1002516,Unknown_Family_1002517,Unknown_Genus_1000650,
1805,"d:Bacteria(1.0000),p:Bacteroidetes(0.7462),c:Bacteroidetes_BD2_2(0.4939),o:Unknown_Order_1002204(0.2819),f:Unknown_Family_1002205(0.1668),g:Unknown_Genus_1000259(0.0140)",Bacteria,Bacteroidetes,Bacteroidetes_BD2_2,Unknown_Order_1002204,Unknown_Family_1002205,Unknown_Genus_1000259,
1806,"d:Bacteria(1.0000),p:Bacteroidetes(0.7462),c:Sphingobacteriia(0.6254),o:Sphingobacteriales(0.5288),f:Saprospiraceae(0.2999),g:uncultured_1272(0.0176)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured_1272,
1807,"d:Bacteria(1.0000),p:Bacteroidetes(0.7179),c:Sphingobacteriia(0.5474),o:Sphingobacteriales(0.3172),f:Chitinophagaceae(0.1193),g:uncultured_1252(0.0073)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured_1252,
1808,"d:Bacteria(1.0000),p:Planctomycetes(0.9711),c:Planctomycetacia(0.9464),o:Planctomycetales(0.9462),f:Planctomycetaceae(0.9179),g:Rhodopirellula(0.0972)",Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Rhodopirellula,
1809,"d:Bacteria(1.0000),p:Proteobacteria(0.9656),c:Alphaproteobacteria(0.9797),o:DB1_14(0.9745),f:Unknown_Family_1002533(0.9595),g:Unknown_Genus_1000663(0.9736)",Bacteria,Proteobacteria,Alphaproteobacteria,DB1_14,Unknown_Family_1002533,Unknown_Genus_1000663,
1810,"d:Bacteria(1.0000),p:Spirochaetae(0.7315),c:Spirochaetes(0.6688),o:Spirochaetales(0.5939),f:Spirochaetaceae(0.4137),g:uncultured_3889(0.0283)",Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,uncultured_3889,
1811,"d:Bacteria(1.0000),p:Proteobacteria(0.9718),c:Gammaproteobacteria(0.9464),o:Alteromonadales(0.8623),f:Alteromonadaceae(0.8804),g:Glaciecola(0.0825)",Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,
1812,"d:Bacteria(1.0000),p:Lentisphaerae(0.8876),c:SS1_B_03_39(0.7160),o:Unknown_Order_1002459(0.6244),f:Unknown_Family_1002460(0.4500),g:Unknown_Genus_1000599(0.2159)",Bacteria,Lentisphaerae,SS1_B_03_39,Unknown_Order_1002459,Unknown_Family_1002460,Unknown_Genus_1000599,
1813,"d:Bacteria(1.0000),p:Proteobacteria(0.7125),c:Gammaproteobacteria(0.4939),o:Thiotrichales(0.2275),f:Francisellaceae(0.1193),g:Francisella(0.0073)",Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,
1814,"d:Bacteria(1.0000),p:Bacteroidetes(0.7125),c:Flavobacteriia(0.4939),o:Flavobacteriales(0.2819),f:Cryomorphaceae(0.1193),g:Owenweeksia(0.0073)",Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,
1815,"d:Bacteria(1.0000),p:Bacteroidetes(0.7315),c:Sphingobacteriia(0.6180),o:Sphingobacteriales(0.4935),f:Chitinophagaceae(0.3231),g:uncultured_1252(0.0533)",Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured_1252,
1816,"d:Bacteria(1.0000),p:Bacteroidetes(0.9053),c:Cytophagia(0.7160),o:Cytophagales(0.6244),f:Flammeovirgaceae(0.3775),g:uncultured_1059(0.0825)",Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,uncultured_1059,
1817,"d:Bacteria(1.0000),p:Proteobacteria(0.7462),c:Deltaproteobacteria(0.7160),o:Desulfobacterales(0.6244),f:Nitrospinaceae(0.4500),g:uncultured_3155(0.2159)",Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Nitrospinaceae,uncultured_3155,
1818,"d:Bacteria(1.0000),p:Firmicutes(0.7206),c:Clostridia(0.5883),o:Clostridiales(0.3524),f:Lachnospiraceae(0.1002),g:uncultured_2021(0.0061)",Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured_2021,
